Nombre,Categoria,Precio,Calidad
AdventureShadow,Carreras,4273,41
ShadowLegends,Simulación,29381,66
ShadowAdventure,Deportes,56294,48
ChronicleQuest,Acción,41022,5
GalaxyChronicle,Estrategia,48555,33
ChronicleShadow,Estrategia,48906,82
ChronicleChronicle,Puzzle,67836,51
KingdomWarrior,Acción,36263,100
GalaxyEmpire,Carreras,41637,96
GalaxyWarrior,Deportes,25675,74
QuestChronicle,Plataforma,34683,84
WarriorFantasy,Acción,62851,9
LegendsFantasy,FPS,40996,76
ChronicleWarrior,Battle Royale,42733,56
ShadowHero,MMORPG,15861,70
HeroFantasy,Carreras,10867,51
HeroGalaxy,Plataforma,30105,9
LegendsGalaxy,Simulación,69443,78
DragonKingdom,Battle Royale,39790,78
HeroLegends,Carreras,60840,70
AdventureFantasy,Aventura,13339,90
FantasyKingdom,Estrategia,35832,64
ChronicleGalaxy,Simulación,3195,65
HeroQuest,Battle Royale,37325,43
QuestKingdom,Simulación,17472,59
GalaxyLegends,Carreras,44576,30
AdventureGalaxy,Carreras,67958,90
GalaxyKingdom,Simulación,4671,64
EmpireEmpire,Plataforma,10529,31
EmpireHero,Simulación,56484,88
FantasyHero,Deportes,34100,4
WarriorKingdom,Simulación,18992,23
ShadowChronicle,Carreras,62585,67
HeroDragon,Simulación,62606,86
ShadowQuest,Estrategia,4186,3
LegendsShadow,Simulación,36176,40
WarriorShadow,Aventura,12399,61
EmpireAdventure,Acción,10591,14
AdventureShadow,Carreras,22670,63
FantasyAdventure,Plataforma,17731,9
ChronicleLegends,Acción,1312,89
QuestHero,Aventura,44589,80
EmpireLegends,Plataforma,3581,37
LegendsWarrior,Aventura,33223,23
GalaxyKingdom,Aventura,36273,78
AdventureChronicle,Carreras,61506,40
EmpireLegends,RPG,38764,85
FantasyEmpire,Carreras,36724,60
ShadowKingdom,Simulación,52628,2
ShadowShadow,Estrategia,34122,62
QuestAdventure,Deportes,32957,58
HeroAdventure,Battle Royale,3682,13
HeroHero,Battle Royale,65962,8
ShadowDragon,Plataforma,2223,79
LegendsHero,Puzzle,47959,42
KingdomLegends,Plataforma,7311,60
WarriorAdventure,FPS,17880,14
EmpireWarrior,Battle Royale,60308,59
DragonQuest,FPS,61022,76
EmpireHero,Estrategia,59417,33
WarriorKingdom,Deportes,67346,86
HeroAdventure,Plataforma,25835,22
ChronicleAdventure,FPS,28326,44
EmpireDragon,Battle Royale,49367,56
KingdomGalaxy,Battle Royale,68558,67
DragonQuest,Carreras,54949,8
GalaxyGalaxy,Estrategia,646,37
KingdomKingdom,Estrategia,53282,36
HeroShadow,Acción,69861,71
DragonHero,FPS,7106,1
HeroLegends,Acción,35852,44
AdventureShadow,FPS,17072,12
AdventureHero,RPG,53728,53
QuestFantasy,Acción,57967,63
GalaxyDragon,Puzzle,2837,18
ShadowChronicle,Carreras,38234,46
DragonQuest,Simulación,1436,62
ChronicleShadow,Carreras,25754,15
HeroGalaxy,Carreras,25186,89
ChronicleHero,Estrategia,24211,27
AdventureChronicle,Estrategia,37206,90
GalaxyChronicle,Deportes,25691,38
AdventureFantasy,Puzzle,38492,76
ChronicleKingdom,MMORPG,38832,63
EmpireLegends,Estrategia,67549,91
LegendsChronicle,Plataforma,37458,36
QuestLegends,Simulación,29648,78
EmpireGalaxy,Carreras,61488,70
HeroGalaxy,Acción,38621,35
ChronicleHero,Deportes,50321,90
LegendsLegends,Aventura,27575,29
ChronicleKingdom,Aventura,69472,72
WarriorFantasy,Plataforma,333,72
LegendsChronicle,Carreras,38610,33
KingdomShadow,Plataforma,21889,93
GalaxyAdventure,Deportes,27426,3
KingdomDragon,Acción,12601,92
GalaxyDragon,Acción,38849,2
FantasyQuest,Plataforma,64416,99
KingdomWarrior,Battle Royale,5941,57
ChronicleEmpire,Aventura,28096,33
GalaxyGalaxy,Simulación,25078,27
ShadowQuest,Simulación,37257,61
ChronicleGalaxy,Simulación,59872,45
ShadowShadow,Plataforma,2421,73
GalaxyFantasy,Deportes,51108,26
KingdomDragon,Carreras,1797,73
FantasyFantasy,Deportes,46930,58
EmpireEmpire,Puzzle,35866,45
ChronicleHero,Deportes,28411,94
FantasyLegends,Deportes,21032,68
QuestShadow,Deportes,2508,13
KingdomGalaxy,Aventura,46805,23
QuestChronicle,Estrategia,56931,16
LegendsEmpire,Carreras,20246,14
HeroHero,Simulación,2096,65
HeroGalaxy,RPG,23446,75
ShadowKingdom,Carreras,26347,88
FantasyHero,RPG,53192,28
ShadowAdventure,Battle Royale,37027,57
LegendsFantasy,MMORPG,32994,35
LegendsEmpire,Simulación,37503,26
HeroGalaxy,Aventura,66866,4
ShadowHero,Plataforma,44817,71
FantasyFantasy,Deportes,62503,61
FantasyDragon,Deportes,18163,67
ShadowHero,Simulación,30129,72
HeroChronicle,Puzzle,18315,77
GalaxyGalaxy,Carreras,1392,2
GalaxyKingdom,Estrategia,29154,11
FantasyHero,Acción,43809,33
DragonAdventure,Battle Royale,47639,61
QuestFantasy,Estrategia,17182,21
DragonGalaxy,Simulación,54663,63
GalaxyGalaxy,MMORPG,55550,27
AdventureHero,Acción,5799,80
GalaxyHero,Simulación,10268,94
HeroDragon,FPS,65668,9
ShadowAdventure,Battle Royale,68598,56
LegendsDragon,Battle Royale,16249,15
AdventureChronicle,Acción,13688,33
EmpireEmpire,RPG,902,56
AdventureAdventure,Acción,23897,75
LegendsAdventure,Plataforma,56898,69
AdventureFantasy,FPS,57665,71
GalaxyFantasy,Aventura,62961,89
HeroDragon,RPG,59306,48
GalaxyShadow,Carreras,15,53
HeroKingdom,MMORPG,14266,0
QuestHero,Puzzle,45487,49
WarriorGalaxy,FPS,53864,38
LegendsKingdom,Carreras,25843,93
WarriorFantasy,Aventura,11930,4
DragonWarrior,Simulación,46465,100
KingdomHero,Acción,1631,48
EmpireChronicle,Acción,52086,86
DragonChronicle,Plataforma,13847,26
EmpireGalaxy,Carreras,24250,85
AdventureDragon,Carreras,11707,45
AdventureLegends,Plataforma,61599,39
QuestAdventure,Puzzle,27590,34
QuestDragon,Puzzle,19537,1
LegendsChronicle,Estrategia,60591,48
ChronicleEmpire,RPG,44149,57
DragonHero,Aventura,66914,1
WarriorKingdom,FPS,53999,73
AdventureChronicle,Simulación,36489,35
ChronicleQuest,Deportes,6052,71
WarriorShadow,Aventura,46423,65
LegendsGalaxy,MMORPG,29982,100
GalaxyAdventure,Aventura,40095,0
EmpireAdventure,FPS,2559,65
EmpireEmpire,RPG,69326,40
EmpireHero,MMORPG,10189,57
DragonEmpire,Battle Royale,65119,91
WarriorFantasy,Acción,47269,17
ShadowEmpire,Carreras,25688,12
FantasyEmpire,Battle Royale,29040,41
HeroHero,Battle Royale,21891,67
DragonGalaxy,Carreras,26258,34
HeroQuest,Plataforma,43746,13
AdventureLegends,Simulación,24829,52
ShadowGalaxy,Battle Royale,1780,28
EmpireLegends,Battle Royale,56871,0
EmpireQuest,Aventura,61762,24
AdventureHero,Deportes,47255,18
HeroAdventure,Estrategia,19455,19
AdventureQuest,Battle Royale,7499,14
QuestWarrior,Puzzle,19156,89
KingdomHero,Aventura,11874,80
HeroLegends,Simulación,61875,17
LegendsDragon,Simulación,2814,58
LegendsFantasy,Plataforma,48278,21
FantasyHero,Battle Royale,51973,39
GalaxyKingdom,MMORPG,69464,61
KingdomChronicle,Plataforma,60942,42
QuestQuest,Deportes,60014,47
QuestGalaxy,Acción,7095,89
HeroKingdom,Deportes,44452,24
LegendsGalaxy,Acción,11567,86
GalaxyGalaxy,Estrategia,36556,68
LegendsWarrior,FPS,39453,39
FantasyKingdom,Simulación,45159,85
LegendsKingdom,Carreras,34108,27
FantasyEmpire,Plataforma,41064,84
QuestWarrior,MMORPG,67042,88
AdventureShadow,Plataforma,26685,76
WarriorEmpire,Aventura,21143,81
HeroDragon,Aventura,63697,62
ChronicleShadow,Deportes,35456,91
DragonShadow,Estrategia,34709,90
LegendsGalaxy,Estrategia,10013,28
LegendsFantasy,Plataforma,51408,82
ShadowWarrior,MMORPG,32669,80
DragonLegends,Aventura,61299,6
ChronicleFantasy,Carreras,31578,49
FantasyChronicle,Deportes,55880,18
QuestQuest,Battle Royale,18342,70
GalaxyHero,Simulación,31290,100
AdventureWarrior,MMORPG,27236,100
ShadowHero,Battle Royale,68175,94
DragonHero,Battle Royale,45224,84
QuestChronicle,Battle Royale,16815,3
EmpireChronicle,RPG,4791,13
EmpireQuest,FPS,47010,83
FantasyGalaxy,FPS,39989,45
DragonFantasy,Deportes,5755,40
WarriorQuest,FPS,48781,17
ChronicleShadow,Carreras,30713,49
DragonFantasy,FPS,22138,61
ShadowShadow,FPS,25082,60
KingdomLegends,Puzzle,16108,1
EmpireQuest,Aventura,69419,14
QuestEmpire,Acción,68031,64
EmpireKingdom,RPG,16800,43
EmpireDragon,RPG,14140,37
HeroEmpire,Estrategia,67557,84
HeroChronicle,Estrategia,58593,47
WarriorDragon,Battle Royale,1954,97
LegendsHero,Acción,44836,26
FantasyQuest,FPS,68504,44
ChronicleGalaxy,RPG,12704,48
ChronicleAdventure,Plataforma,20960,97
AdventureKingdom,MMORPG,69093,7
GalaxyShadow,Plataforma,2433,40
QuestAdventure,Deportes,67845,57
WarriorFantasy,Acción,64455,84
DragonQuest,Puzzle,7302,7
ChronicleHero,RPG,36445,45
DragonFantasy,Aventura,33925,15
ShadowHero,RPG,53074,2
LegendsLegends,MMORPG,64075,47
QuestWarrior,Deportes,43033,30
ShadowLegends,Simulación,59613,72
EmpireWarrior,FPS,6134,80
KingdomHero,Acción,33196,34
FantasyDragon,FPS,12394,44
QuestKingdom,FPS,915,69
ShadowEmpire,Simulación,49492,84
DragonKingdom,Simulación,68377,25
FantasyChronicle,Estrategia,21116,90
ChronicleWarrior,FPS,26494,16
ChronicleHero,Plataforma,21447,17
ChronicleWarrior,Acción,35776,35
AdventureGalaxy,Simulación,53447,54
EmpireGalaxy,RPG,38678,31
FantasyGalaxy,RPG,64393,76
HeroKingdom,Deportes,42749,43
ChronicleGalaxy,Estrategia,58586,5
FantasyLegends,Estrategia,3709,16
ChronicleFantasy,RPG,20142,47
QuestQuest,RPG,50227,29
LegendsDragon,FPS,54017,30
AdventureQuest,Deportes,29695,70
QuestGalaxy,Plataforma,43803,38
GalaxyEmpire,MMORPG,33139,46
QuestShadow,Simulación,51846,44
EmpireDragon,Aventura,55360,10
ChronicleShadow,Aventura,38210,77
HeroAdventure,Deportes,19448,99
HeroLegends,Simulación,17004,75
HeroFantasy,FPS,64557,30
ShadowFantasy,Aventura,67795,9
HeroDragon,Simulación,52859,64
ChronicleChronicle,RPG,29905,97
ChronicleFantasy,RPG,43047,58
ChronicleDragon,Deportes,3434,2
ShadowQuest,Battle Royale,28868,31
ShadowChronicle,Battle Royale,19201,89
FantasyChronicle,Estrategia,331,6
ShadowShadow,Estrategia,29078,69
LegendsWarrior,Plataforma,262,30
QuestChronicle,Estrategia,2333,10
KingdomGalaxy,Carreras,69165,19
DragonGalaxy,Acción,34781,35
QuestEmpire,Acción,46366,62
KingdomGalaxy,Plataforma,24834,67
LegendsKingdom,Plataforma,25232,55
WarriorFantasy,Puzzle,30667,3
AdventureDragon,Carreras,13452,41
AdventureEmpire,Aventura,17661,42
AdventureChronicle,Plataforma,68872,29
GalaxyWarrior,Acción,6799,19
KingdomKingdom,Acción,58278,55
ChronicleEmpire,Puzzle,3853,20
DragonWarrior,RPG,5519,37
LegendsAdventure,Estrategia,11867,0
FantasyGalaxy,RPG,46405,37
HeroQuest,Puzzle,50759,56
QuestEmpire,Estrategia,41897,82
DragonKingdom,RPG,66839,57
QuestLegends,Aventura,27757,48
EmpireGalaxy,RPG,7048,53
WarriorGalaxy,Plataforma,47262,73
ShadowEmpire,Battle Royale,28753,7
FantasyAdventure,FPS,49268,86
WarriorFantasy,Puzzle,60113,52
KingdomShadow,Acción,52837,47
AdventureKingdom,Simulación,30693,24
WarriorEmpire,FPS,48755,76
WarriorDragon,Puzzle,37390,68
GalaxyHero,FPS,50054,13
ChronicleFantasy,Deportes,39964,51
ShadowAdventure,MMORPG,66698,22
LegendsHero,Simulación,32620,45
ChronicleWarrior,Acción,2612,73
EmpireLegends,Deportes,3103,22
ShadowWarrior,Acción,35258,81
FantasyShadow,Carreras,24551,84
WarriorWarrior,FPS,7787,56
GalaxyShadow,Acción,28311,17
HeroKingdom,Simulación,6630,66
AdventureFantasy,Aventura,50764,75
LegendsShadow,RPG,3910,84
GalaxyGalaxy,Aventura,45878,60
FantasyShadow,Estrategia,26585,22
GalaxyChronicle,Aventura,66224,92
ShadowFantasy,FPS,30975,31
EmpireHero,Deportes,3000,55
AdventureEmpire,FPS,20639,98
GalaxyKingdom,Plataforma,64749,76
QuestLegends,MMORPG,63153,97
ChronicleQuest,FPS,45931,19
ChronicleShadow,MMORPG,38461,30
LegendsChronicle,MMORPG,45594,89
AdventureKingdom,RPG,25688,2
QuestEmpire,Aventura,42984,82
LegendsLegends,Battle Royale,50865,56
GalaxyFantasy,Plataforma,53279,56
LegendsAdventure,Carreras,15101,57
WarriorGalaxy,Battle Royale,5089,92
ShadowKingdom,Deportes,43030,90
DragonFantasy,Simulación,18219,80
ChronicleChronicle,Battle Royale,40510,53
FantasyWarrior,FPS,28068,31
WarriorLegends,RPG,40673,23
DragonHero,FPS,67609,40
LegendsFantasy,FPS,3427,28
GalaxyWarrior,Plataforma,12535,13
EmpireHero,Aventura,4131,78
QuestLegends,Plataforma,59815,34
LegendsEmpire,MMORPG,46819,52
KingdomWarrior,Simulación,48564,78
LegendsWarrior,Deportes,48471,5
FantasyShadow,Acción,36932,33
ShadowWarrior,Deportes,53095,52
LegendsGalaxy,Estrategia,16699,79
EmpireEmpire,Aventura,10405,24
EmpireKingdom,Acción,58331,98
FantasyChronicle,Carreras,43655,19
GalaxyShadow,Simulación,5713,53
WarriorHero,RPG,69715,97
WarriorLegends,Puzzle,66481,63
AdventureEmpire,Acción,21867,94
LegendsFantasy,FPS,10750,91
DragonHero,Battle Royale,63183,48
EmpireKingdom,Estrategia,15913,48
ShadowAdventure,Plataforma,27875,55
GalaxyAdventure,Carreras,52106,81
ShadowHero,Carreras,64237,20
GalaxyChronicle,Puzzle,51018,80
AdventureWarrior,Deportes,45255,23
DragonShadow,Puzzle,29614,54
ChronicleAdventure,Estrategia,56256,79
QuestFantasy,Battle Royale,58567,17
AdventureKingdom,Deportes,46647,76
ShadowChronicle,Estrategia,49284,72
ShadowQuest,Deportes,65059,93
FantasyGalaxy,RPG,28032,12
EmpireKingdom,Estrategia,17206,31
AdventureEmpire,FPS,16987,30
WarriorEmpire,FPS,37299,75
ShadowLegends,Aventura,19641,55
GalaxyChronicle,Estrategia,10819,73
FantasyDragon,Deportes,45949,41
WarriorWarrior,Deportes,64897,91
LegendsShadow,Acción,49341,73
WarriorEmpire,Battle Royale,47174,94
GalaxyKingdom,Battle Royale,43900,47
FantasyAdventure,Estrategia,45831,55
LegendsAdventure,Carreras,5702,21
AdventureShadow,Simulación,43083,84
KingdomHero,Deportes,6491,43
QuestEmpire,FPS,18130,38
KingdomDragon,FPS,66393,76
FantasyGalaxy,Aventura,42533,28
ShadowAdventure,Acción,6211,64
EmpireShadow,Acción,51054,100
WarriorAdventure,Plataforma,42757,8
KingdomLegends,Estrategia,42179,32
WarriorHero,RPG,1162,68
LegendsHero,Acción,63810,16
GalaxyFantasy,Plataforma,29709,7
ChronicleEmpire,MMORPG,54058,41
GalaxyLegends,RPG,66936,83
QuestAdventure,Carreras,43645,1
GalaxyAdventure,FPS,37185,62
EmpireGalaxy,Aventura,45260,64
AdventureKingdom,Carreras,53736,47
DragonEmpire,FPS,25894,96
HeroChronicle,Plataforma,2814,96
GalaxyKingdom,Estrategia,7130,11
EmpireWarrior,RPG,50047,82
GalaxyAdventure,FPS,54627,92
QuestKingdom,MMORPG,45646,23
KingdomChronicle,Acción,16432,4
GalaxyKingdom,Acción,26099,29
HeroLegends,Simulación,41004,97
AdventureLegends,Puzzle,38716,53
FantasyWarrior,Puzzle,47797,35
ShadowGalaxy,MMORPG,20891,3
GalaxyHero,RPG,3472,1
LegendsLegends,Estrategia,12437,19
WarriorWarrior,Carreras,2098,91
LegendsHero,Carreras,54494,68
ShadowLegends,RPG,52343,41
EmpireEmpire,MMORPG,33575,36
FantasyGalaxy,Simulación,32230,1
KingdomShadow,RPG,26849,0
FantasyEmpire,Estrategia,541,55
ChronicleFantasy,Plataforma,55072,97
AdventureWarrior,MMORPG,38626,59
KingdomKingdom,Acción,37063,41
ChronicleChronicle,Acción,50022,6
LegendsEmpire,Puzzle,31617,22
FantasyKingdom,Battle Royale,29011,59
LegendsAdventure,Deportes,1109,66
WarriorFantasy,FPS,20280,90
KingdomAdventure,Simulación,43237,65
ShadowHero,RPG,54764,18
AdventureKingdom,Plataforma,65820,79
GalaxyHero,Estrategia,31754,41
ShadowShadow,Carreras,9659,51
FantasyKingdom,Battle Royale,57849,36
QuestDragon,Puzzle,50100,35
LegendsLegends,Plataforma,29284,80
ShadowEmpire,Estrategia,24263,81
HeroWarrior,Deportes,65386,59
KingdomQuest,RPG,14269,71
DragonDragon,Carreras,25481,85
QuestQuest,RPG,1610,62
EmpireFantasy,RPG,68827,93
GalaxyKingdom,RPG,44406,100
ShadowFantasy,Carreras,32119,75
QuestDragon,Aventura,25286,23
KingdomGalaxy,Estrategia,3428,70
ChronicleQuest,Plataforma,41832,84
QuestGalaxy,Aventura,12212,67
KingdomQuest,Aventura,30951,7
DragonDragon,Acción,39733,48
QuestKingdom,RPG,44950,99
QuestFantasy,Plataforma,2317,16
GalaxyDragon,Carreras,43401,75
LegendsWarrior,Battle Royale,39525,76
QuestAdventure,Simulación,5011,18
FantasyAdventure,Acción,62145,72
FantasyFantasy,Puzzle,22433,64
EmpireDragon,Deportes,21317,2
AdventureShadow,Acción,6591,18
EmpireAdventure,MMORPG,56515,72
GalaxyWarrior,Simulación,3783,6
ChronicleDragon,Estrategia,43413,64
HeroShadow,MMORPG,43355,2
LegendsChronicle,RPG,7253,51
WarriorChronicle,Deportes,16934,44
WarriorChronicle,Aventura,23351,85
DragonKingdom,MMORPG,2491,1
FantasyChronicle,Simulación,23048,97
KingdomHero,MMORPG,44687,90
LegendsEmpire,MMORPG,57664,84
ShadowWarrior,Plataforma,69121,81
EmpireGalaxy,Puzzle,60538,63
AdventureChronicle,Battle Royale,5859,39
WarriorGalaxy,Puzzle,12998,17
DragonAdventure,MMORPG,69604,39
LegendsHero,Estrategia,56163,66
EmpireChronicle,Plataforma,13501,57
DragonChronicle,Acción,51413,33
FantasyKingdom,Plataforma,21826,17
HeroDragon,MMORPG,55769,17
AdventureGalaxy,FPS,63315,98
ShadowChronicle,Carreras,51828,39
ChronicleDragon,Acción,31335,89
KingdomDragon,Aventura,55895,20
HeroKingdom,Aventura,7327,79
FantasyShadow,Acción,18469,36
WarriorShadow,Carreras,31278,46
WarriorWarrior,Simulación,45317,19
DragonAdventure,Simulación,66866,50
DragonGalaxy,Carreras,37876,29
DragonGalaxy,Carreras,52132,100
ShadowAdventure,Carreras,18215,10
ShadowAdventure,MMORPG,54342,31
AdventureKingdom,Simulación,15123,68
KingdomKingdom,Puzzle,48466,87
FantasyHero,Battle Royale,14512,53
FantasyWarrior,Simulación,41173,40
HeroFantasy,Deportes,37670,11
EmpireDragon,Puzzle,3041,52
QuestFantasy,FPS,28319,40
DragonAdventure,Estrategia,13694,80
DragonGalaxy,Acción,30696,53
ChronicleLegends,MMORPG,23422,5
AdventureWarrior,Plataforma,19784,53
DragonChronicle,Plataforma,42773,87
GalaxyWarrior,Carreras,43598,21
KingdomShadow,Deportes,21406,59
HeroGalaxy,RPG,30827,45
HeroChronicle,Carreras,639,21
ChronicleChronicle,Puzzle,18146,2
HeroQuest,FPS,25511,29
DragonWarrior,Estrategia,6566,39
QuestHero,RPG,41858,45
HeroKingdom,Plataforma,63055,60
FantasyGalaxy,Plataforma,29169,32
KingdomHero,Estrategia,69488,96
HeroChronicle,Acción,44927,79
AdventureShadow,Aventura,9682,12
WarriorKingdom,FPS,33154,41
WarriorKingdom,Carreras,22518,15
KingdomChronicle,Acción,27672,69
FantasyWarrior,Battle Royale,45095,70
QuestQuest,Carreras,54944,8
AdventureShadow,Deportes,21305,11
AdventureLegends,Carreras,10887,39
WarriorDragon,Puzzle,24514,85
KingdomKingdom,Battle Royale,34292,19
ShadowShadow,RPG,53125,55
WarriorShadow,Simulación,22616,73
FantasyAdventure,RPG,65815,98
KingdomShadow,Battle Royale,64548,14
KingdomDragon,RPG,26899,40
HeroWarrior,Puzzle,19159,50
WarriorKingdom,Deportes,46668,65
FantasyChronicle,Deportes,46771,11
EmpireAdventure,Carreras,64595,34
KingdomFantasy,Plataforma,3054,76
ShadowAdventure,RPG,23365,65
ShadowKingdom,Battle Royale,36091,49
WarriorGalaxy,MMORPG,48981,91
ShadowHero,Simulación,8077,87
AdventureQuest,Battle Royale,55546,80
AdventureEmpire,Battle Royale,30979,35
HeroWarrior,Aventura,25164,4
ShadowShadow,FPS,35612,100
AdventureWarrior,FPS,51573,39
KingdomDragon,RPG,3989,83
ChronicleGalaxy,MMORPG,4424,18
LegendsGalaxy,FPS,20091,83
FantasyGalaxy,Simulación,66564,31
WarriorWarrior,FPS,63382,26
HeroEmpire,Aventura,36400,67
KingdomKingdom,Aventura,51956,97
DragonHero,Acción,10704,67
DragonGalaxy,MMORPG,58665,20
ChronicleAdventure,Acción,8180,11
FantasyQuest,RPG,11349,81
KingdomQuest,RPG,12540,3
EmpireGalaxy,Plataforma,13736,6
ChronicleKingdom,FPS,20748,37
WarriorWarrior,Deportes,49632,30
DragonShadow,Acción,51595,98
AdventureQuest,MMORPG,33844,68
GalaxyKingdom,MMORPG,16273,38
QuestWarrior,Battle Royale,53107,8
KingdomWarrior,MMORPG,39902,30
WarriorEmpire,FPS,32251,79
HeroQuest,FPS,42473,67
WarriorDragon,Battle Royale,59646,34
ChronicleKingdom,Carreras,25437,47
ChronicleWarrior,Carreras,60207,64
AdventureDragon,Acción,9322,56
WarriorDragon,Estrategia,18590,19
ChronicleChronicle,Simulación,7779,55
HeroHero,Battle Royale,54232,31
KingdomEmpire,FPS,19115,64
GalaxyAdventure,Estrategia,30167,11
HeroLegends,MMORPG,60322,97
QuestShadow,Aventura,19115,79
LegendsGalaxy,RPG,69824,68
EmpireLegends,Acción,8876,73
ShadowChronicle,Deportes,52737,19
FantasyHero,Carreras,8488,33
FantasyDragon,RPG,46360,88
AdventureWarrior,Aventura,41698,20
WarriorLegends,Simulación,57383,43
WarriorGalaxy,Aventura,4555,11
KingdomDragon,Plataforma,59215,3
ShadowFantasy,Aventura,34785,11
WarriorWarrior,Plataforma,54609,23
LegendsWarrior,Deportes,32952,47
WarriorFantasy,Aventura,48143,50
KingdomGalaxy,Carreras,67109,44
QuestLegends,Estrategia,50519,33
ShadowChronicle,Battle Royale,28579,26
HeroHero,Battle Royale,42654,81
DragonDragon,Puzzle,42685,54
ChronicleWarrior,Deportes,61279,92
EmpireLegends,Simulación,57289,98
DragonQuest,Plataforma,15001,34
ShadowShadow,Carreras,54894,4
FantasyKingdom,Carreras,65592,1
LegendsDragon,Aventura,34891,83
ShadowEmpire,Simulación,52582,97
WarriorQuest,MMORPG,26504,21
EmpireDragon,Acción,66955,28
GalaxyQuest,Carreras,35846,91
ChronicleDragon,Deportes,69271,40
LegendsShadow,Plataforma,36580,17
WarriorEmpire,Plataforma,30553,93
ChronicleEmpire,RPG,47595,36
DragonAdventure,Carreras,32905,78
EmpireShadow,Aventura,29978,71
ShadowDragon,RPG,3395,84
LegendsChronicle,Carreras,23781,33
GalaxyKingdom,RPG,57339,94
FantasyKingdom,FPS,2638,89
ChronicleHero,FPS,3296,23
LegendsWarrior,Puzzle,30857,79
AdventureDragon,Estrategia,29408,15
QuestDragon,Battle Royale,9265,46
GalaxyEmpire,Deportes,44128,6
EmpireFantasy,FPS,43897,50
HeroEmpire,Puzzle,36219,78
ChronicleQuest,Plataforma,31559,74
AdventureHero,Puzzle,7713,16
GalaxyQuest,Acción,4556,74
AdventureChronicle,Simulación,68857,50
QuestShadow,Plataforma,52848,73
KingdomKingdom,Acción,69751,71
DragonFantasy,FPS,18152,29
EmpireAdventure,Acción,7489,48
ShadowFantasy,Carreras,36531,49
ChronicleGalaxy,Acción,59485,57
KingdomChronicle,Simulación,46433,27
ShadowKingdom,Carreras,34243,7
FantasyDragon,Acción,30876,3
DragonDragon,FPS,8863,36
LegendsLegends,Deportes,31022,83
GalaxyFantasy,Deportes,35392,99
LegendsAdventure,Simulación,64284,41
DragonGalaxy,Plataforma,62540,12
FantasyShadow,RPG,67652,1
DragonDragon,Acción,42532,80
QuestLegends,FPS,42838,81
AdventureHero,Carreras,31825,31
QuestChronicle,Simulación,21154,56
HeroFantasy,Carreras,56852,37
AdventureGalaxy,FPS,364,71
ChronicleEmpire,Battle Royale,64456,21
ChronicleQuest,Estrategia,56961,87
WarriorFantasy,RPG,17945,52
QuestChronicle,Carreras,64166,73
WarriorWarrior,MMORPG,26371,16
